param_id,param_name,param_describe,default_value,value_type,run_value,log_id
52,val_step,Number of val loops.,500.0,,500.0,1
53,eval_batch_size,Batch size during evaluation.,1.0,,1.0,1
54,inclass_augment,In-class enhancement strategy.,0.0,,0.0,1
55,squared,Whether to square the Euclidean distance.,0.0,,0.0,1
56,pos_emb_dim,Position embedding dimension.,10.0,,10.0,1
57,vat,Virtual adversarial training.,0.0,,0.0,1
58,temp_neg,Temperature parameter.,10.0,,10.0,1
59,embedding_dim,Sentence embedding dimension.,64.0,,64.0,1
60,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,1
61,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,1
62,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,1
63,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,2
64,feat_dim,The feature dimension.,768.0,,768.0,2
65,warmup_step,The warmup step for learning rate.,500.0,,500.0,2
66,p_mult,Anti-disturbance coefficient.,0.03,,0.03,2
67,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,2
68,drop_out,Dropout probability.,0.2,,0.2,2
69,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,2
70,margin,Positive and negative sample spacing.,0.4,,0.4,2
71,loop_nums,Number of outer loops.,4.0,,4.0,2
72,batch_num,Number of inner loops.,1000.0,,1000.0,2
73,val_step,Number of val loops.,500.0,,500.0,2
74,eval_batch_size,Batch size during evaluation.,1.0,,1.0,2
75,inclass_augment,In-class enhancement strategy.,0.0,,0.0,2
76,squared,Whether to square the Euclidean distance.,0.0,,0.0,2
77,pos_emb_dim,Position embedding dimension.,10.0,,10.0,2
78,vat,Virtual adversarial training.,0.0,,0.0,2
79,temp_neg,Temperature parameter.,10.0,,10.0,2
80,embedding_dim,Sentence embedding dimension.,64.0,,64.0,2
81,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,2
82,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,2
83,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,2
84,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,3
85,feat_dim,The feature dimension.,768.0,,768.0,3
86,warmup_step,The warmup step for learning rate.,500.0,,500.0,3
87,p_mult,Anti-disturbance coefficient.,0.03,,0.03,3
88,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,3
89,drop_out,Dropout probability.,0.2,,0.2,3
90,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,3
91,margin,Positive and negative sample spacing.,0.4,,0.4,3
92,loop_nums,Number of outer loops.,4.0,,4.0,3
93,batch_num,Number of inner loops.,1000.0,,1000.0,3
94,val_step,Number of val loops.,500.0,,500.0,3
95,eval_batch_size,Batch size during evaluation.,1.0,,1.0,3
96,inclass_augment,In-class enhancement strategy.,0.0,,0.0,3
97,squared,Whether to square the Euclidean distance.,0.0,,0.0,3
98,pos_emb_dim,Position embedding dimension.,10.0,,10.0,3
99,vat,Virtual adversarial training.,0.0,,0.0,3
100,temp_neg,Temperature parameter.,10.0,,10.0,3
101,embedding_dim,Sentence embedding dimension.,64.0,,64.0,3
102,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,3
103,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,3
104,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,3
105,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,0
106,feat_dim,The feature dimension.,768.0,,768.0,0
107,warmup_step,The warmup step for learning rate.,500.0,,500.0,0
108,p_mult,Anti-disturbance coefficient.,0.03,,0.03,0
109,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,0
110,drop_out,Dropout probability.,0.2,,0.2,0
111,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,0
112,margin,Positive and negative sample spacing.,0.4,,0.4,0
113,loop_nums,Number of outer loops.,4.0,,4.0,0
114,batch_num,Number of inner loops.,1000.0,,1000.0,0
115,val_step,Number of val loops.,500.0,,500.0,0
116,eval_batch_size,Batch size during evaluation.,1.0,,1.0,0
117,inclass_augment,In-class enhancement strategy.,0.0,,0.0,0
118,squared,Whether to square the Euclidean distance.,0.0,,0.0,0
119,pos_emb_dim,Position embedding dimension.,10.0,,10.0,0
120,vat,Virtual adversarial training.,0.0,,0.0,0
121,temp_neg,Temperature parameter.,10.0,,10.0,0
122,embedding_dim,Sentence embedding dimension.,64.0,,64.0,0
123,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,0
124,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,0
125,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,0
126,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,0
127,feat_dim,The feature dimension.,768.0,,768.0,0
128,warmup_step,The warmup step for learning rate.,500.0,,500.0,0
129,p_mult,Anti-disturbance coefficient.,0.03,,0.03,0
130,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,0
131,drop_out,Dropout probability.,0.2,,0.2,0
132,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,0
133,margin,Positive and negative sample spacing.,0.4,,0.4,0
134,loop_nums,Number of outer loops.,4.0,,4.0,0
135,batch_num,Number of inner loops.,1000.0,,1000.0,0
136,val_step,Number of val loops.,500.0,,500.0,0
137,eval_batch_size,Batch size during evaluation.,1.0,,1.0,0
138,inclass_augment,In-class enhancement strategy.,0.0,,0.0,0
139,squared,Whether to square the Euclidean distance.,0.0,,0.0,0
140,pos_emb_dim,Position embedding dimension.,10.0,,10.0,0
141,vat,Virtual adversarial training.,0.0,,0.0,0
142,temp_neg,Temperature parameter.,10.0,,10.0,0
143,embedding_dim,Sentence embedding dimension.,64.0,,64.0,0
144,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,0
145,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,0
146,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,0
147,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,2
148,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,2
149,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,2
150,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,3
151,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,3
152,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,3
153,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,4
154,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,4
155,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,4
156,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,6
157,feat_dim,The feature dimension.,768.0,,768.0,6
158,warmup_step,The warmup step for learning rate.,500.0,,500.0,6
159,p_mult,Anti-disturbance coefficient.,0.03,,0.03,6
160,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,6
161,drop_out,Dropout probability.,0.2,,0.2,6
162,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,6
163,margin,Positive and negative sample spacing.,0.4,,0.4,6
164,loop_nums,Number of outer loops.,4.0,,4.0,6
165,batch_num,Number of inner loops.,1000.0,,1000.0,6
166,val_step,Number of val loops.,500.0,,500.0,6
167,eval_batch_size,Batch size during evaluation.,1.0,,1.0,6
168,inclass_augment,In-class enhancement strategy.,0.0,,0.0,6
169,squared,Whether to square the Euclidean distance.,0.0,,0.0,6
170,pos_emb_dim,Position embedding dimension.,10.0,,10.0,6
171,vat,Virtual adversarial training.,0.0,,0.0,6
172,temp_neg,Temperature parameter.,10.0,,10.0,6
173,embedding_dim,Sentence embedding dimension.,64.0,,64.0,6
174,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,6
175,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,6
176,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,6
177,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,6
178,feat_dim,The feature dimension.,768.0,,768.0,6
179,warmup_step,The warmup step for learning rate.,500.0,,500.0,6
180,p_mult,Anti-disturbance coefficient.,0.03,,0.03,6
181,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,6
182,drop_out,Dropout probability.,0.2,,0.2,6
183,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,6
184,margin,Positive and negative sample spacing.,0.4,,0.4,6
185,loop_nums,Number of outer loops.,4.0,,4.0,6
186,batch_num,Number of inner loops.,1000.0,,1000.0,6
187,val_step,Number of val loops.,500.0,,500.0,6
188,eval_batch_size,Batch size during evaluation.,1.0,,1.0,6
189,inclass_augment,In-class enhancement strategy.,0.0,,0.0,6
190,squared,Whether to square the Euclidean distance.,0.0,,0.0,6
191,pos_emb_dim,Position embedding dimension.,10.0,,10.0,6
192,vat,Virtual adversarial training.,0.0,,0.0,6
193,temp_neg,Temperature parameter.,10.0,,10.0,6
194,embedding_dim,Sentence embedding dimension.,64.0,,64.0,6
195,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,6
196,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,6
197,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,6
198,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,7
199,feat_dim,The feature dimension.,768.0,,768.0,7
200,warmup_step,The warmup step for learning rate.,500.0,,500.0,7
201,p_mult,Anti-disturbance coefficient.,0.03,,0.03,7
202,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,7
203,drop_out,Dropout probability.,0.2,,0.2,7
204,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,7
205,margin,Positive and negative sample spacing.,0.4,,0.4,7
206,loop_nums,Number of outer loops.,4.0,,4.0,7
207,batch_num,Number of inner loops.,1000.0,,1000.0,7
208,val_step,Number of val loops.,500.0,,500.0,7
209,eval_batch_size,Batch size during evaluation.,1.0,,1.0,7
210,inclass_augment,In-class enhancement strategy.,0.0,,0.0,7
211,squared,Whether to square the Euclidean distance.,0.0,,0.0,7
212,pos_emb_dim,Position embedding dimension.,10.0,,10.0,7
213,vat,Virtual adversarial training.,0.0,,0.0,7
214,temp_neg,Temperature parameter.,10.0,,10.0,7
215,embedding_dim,Sentence embedding dimension.,64.0,,64.0,7
216,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,7
217,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,7
218,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,7
219,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,7
220,feat_dim,The feature dimension.,768.0,,768.0,7
221,warmup_step,The warmup step for learning rate.,500.0,,500.0,7
222,p_mult,Anti-disturbance coefficient.,0.03,,0.03,7
223,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,7
224,drop_out,Dropout probability.,0.2,,0.2,7
225,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,7
226,margin,Positive and negative sample spacing.,0.4,,0.4,7
227,loop_nums,Number of outer loops.,4.0,,4.0,7
228,batch_num,Number of inner loops.,1000.0,,1000.0,7
229,val_step,Number of val loops.,500.0,,500.0,7
230,eval_batch_size,Batch size during evaluation.,1.0,,1.0,7
231,inclass_augment,In-class enhancement strategy.,0.0,,0.0,7
232,squared,Whether to square the Euclidean distance.,0.0,,0.0,7
233,pos_emb_dim,Position embedding dimension.,10.0,,10.0,7
234,vat,Virtual adversarial training.,0.0,,0.0,7
235,temp_neg,Temperature parameter.,10.0,,10.0,7
236,embedding_dim,Sentence embedding dimension.,64.0,,64.0,7
237,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,7
238,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,7
239,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,7
240,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,6
241,feat_dim,The feature dimension.,768.0,,768.0,6
242,warmup_step,The warmup step for learning rate.,500.0,,500.0,6
243,p_mult,Anti-disturbance coefficient.,0.03,,0.03,6
244,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,6
245,drop_out,Dropout probability.,0.2,,0.2,6
246,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,6
247,margin,Positive and negative sample spacing.,0.4,,0.4,6
248,loop_nums,Number of outer loops.,4.0,,4.0,6
249,batch_num,Number of inner loops.,1000.0,,1000.0,6
250,val_step,Number of val loops.,500.0,,500.0,6
251,eval_batch_size,Batch size during evaluation.,1.0,,1.0,6
252,inclass_augment,In-class enhancement strategy.,0.0,,0.0,6
253,squared,Whether to square the Euclidean distance.,0.0,,0.0,6
254,pos_emb_dim,Position embedding dimension.,10.0,,10.0,6
255,vat,Virtual adversarial training.,0.0,,0.0,6
256,temp_neg,Temperature parameter.,10.0,,10.0,6
257,embedding_dim,Sentence embedding dimension.,64.0,,64.0,6
258,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,6
259,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,6
260,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,6
261,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,6
262,feat_dim,The feature dimension.,768.0,,768.0,6
263,warmup_step,The warmup step for learning rate.,500.0,,500.0,6
264,p_mult,Anti-disturbance coefficient.,0.03,,0.03,6
265,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,6
266,drop_out,Dropout probability.,0.2,,0.2,6
267,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,6
268,margin,Positive and negative sample spacing.,0.4,,0.4,6
269,loop_nums,Number of outer loops.,4.0,,4.0,6
270,batch_num,Number of inner loops.,1000.0,,1000.0,6
271,val_step,Number of val loops.,500.0,,500.0,6
272,eval_batch_size,Batch size during evaluation.,1.0,,1.0,6
273,inclass_augment,In-class enhancement strategy.,0.0,,0.0,6
274,squared,Whether to square the Euclidean distance.,0.0,,0.0,6
275,pos_emb_dim,Position embedding dimension.,10.0,,10.0,6
276,vat,Virtual adversarial training.,0.0,,0.0,6
277,temp_neg,Temperature parameter.,10.0,,10.0,6
278,embedding_dim,Sentence embedding dimension.,64.0,,64.0,6
279,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,6
280,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,6
281,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,6
282,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,6
283,feat_dim,The feature dimension.,768.0,,768.0,6
284,warmup_step,The warmup step for learning rate.,500.0,,500.0,6
285,p_mult,Anti-disturbance coefficient.,0.03,,0.03,6
286,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,6
287,drop_out,Dropout probability.,0.2,,0.2,6
288,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,6
289,margin,Positive and negative sample spacing.,0.4,,0.4,6
290,loop_nums,Number of outer loops.,4.0,,4.0,6
291,batch_num,Number of inner loops.,1000.0,,1000.0,6
292,val_step,Number of val loops.,500.0,,500.0,6
293,eval_batch_size,Batch size during evaluation.,1.0,,1.0,6
294,inclass_augment,In-class enhancement strategy.,0.0,,0.0,6
295,squared,Whether to square the Euclidean distance.,0.0,,0.0,6
296,pos_emb_dim,Position embedding dimension.,10.0,,10.0,6
297,vat,Virtual adversarial training.,0.0,,0.0,6
298,temp_neg,Temperature parameter.,10.0,,10.0,6
299,embedding_dim,Sentence embedding dimension.,64.0,,64.0,6
300,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,6
301,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,6
302,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,6
303,lr_boundary,The learning rate of the decision boundary.,0.05,,0.05,7
304,warmup_proportion,The warmup ratio for learning rate. | (float),0.1,,0.1,7
305,freeze_bert_parameters,Freeze the parameters of bert.,1.0,,1.0,7
306,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,8
307,feat_dim,The feature dimension.,768.0,,768.0,8
308,warmup_step,The warmup step for learning rate.,500.0,,500.0,8
309,p_mult,Anti-disturbance coefficient.,0.03,,0.03,8
310,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,8
311,drop_out,Dropout probability.,0.2,,0.2,8
312,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,8
313,margin,Positive and negative sample spacing.,0.4,,0.4,8
314,loop_nums,Number of outer loops.,4.0,,4.0,8
315,batch_num,Number of inner loops.,1000.0,,1000.0,8
316,val_step,Number of val loops.,500.0,,500.0,8
317,eval_batch_size,Batch size during evaluation.,1.0,,1.0,8
318,inclass_augment,In-class enhancement strategy.,0.0,,0.0,8
319,squared,Whether to square the Euclidean distance.,0.0,,0.0,8
320,pos_emb_dim,Position embedding dimension.,10.0,,10.0,8
321,vat,Virtual adversarial training.,0.0,,0.0,8
322,temp_neg,Temperature parameter.,10.0,,10.0,8
323,embedding_dim,Sentence embedding dimension.,64.0,,64.0,8
324,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,8
325,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,8
326,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,8
327,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,9
328,feat_dim,The feature dimension.,768.0,,768.0,9
329,warmup_step,The warmup step for learning rate.,500.0,,500.0,9
330,p_mult,Anti-disturbance coefficient.,0.03,,0.03,9
331,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,9
332,drop_out,Dropout probability.,0.2,,0.2,9
333,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,9
334,margin,Positive and negative sample spacing.,0.4,,0.4,9
335,loop_nums,Number of outer loops.,4.0,,4.0,9
336,batch_num,Number of inner loops.,1000.0,,1000.0,9
337,val_step,Number of val loops.,500.0,,500.0,9
338,eval_batch_size,Batch size during evaluation.,1.0,,1.0,9
339,inclass_augment,In-class enhancement strategy.,0.0,,0.0,9
340,squared,Whether to square the Euclidean distance.,0.0,,0.0,9
341,pos_emb_dim,Position embedding dimension.,10.0,,10.0,9
342,vat,Virtual adversarial training.,0.0,,0.0,9
343,temp_neg,Temperature parameter.,10.0,,10.0,9
344,embedding_dim,Sentence embedding dimension.,64.0,,64.0,9
345,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,9
346,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,9
347,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,9
348,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,10
349,feat_dim,The feature dimension.,768.0,,768.0,10
350,warmup_step,The warmup step for learning rate.,500.0,,500.0,10
351,p_mult,Anti-disturbance coefficient.,0.03,,0.03,10
352,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,10
353,drop_out,Dropout probability.,0.2,,0.2,10
354,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,10
355,margin,Positive and negative sample spacing.,0.4,,0.4,10
356,loop_nums,Number of outer loops.,4.0,,4.0,10
357,batch_num,Number of inner loops.,1000.0,,1000.0,10
358,val_step,Number of val loops.,500.0,,500.0,10
359,eval_batch_size,Batch size during evaluation.,1.0,,1.0,10
360,inclass_augment,In-class enhancement strategy.,0.0,,0.0,10
361,squared,Whether to square the Euclidean distance.,0.0,,0.0,10
362,pos_emb_dim,Position embedding dimension.,10.0,,10.0,10
363,vat,Virtual adversarial training.,0.0,,0.0,10
364,temp_neg,Temperature parameter.,10.0,,10.0,10
365,embedding_dim,Sentence embedding dimension.,64.0,,64.0,10
366,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,10
367,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,10
368,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,10
369,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,8
370,feat_dim,The feature dimension.,768.0,,768.0,8
371,warmup_step,The warmup step for learning rate.,500.0,,500.0,8
372,p_mult,Anti-disturbance coefficient.,0.03,,0.03,8
373,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,8
374,drop_out,Dropout probability.,0.2,,0.2,8
375,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,8
376,margin,Positive and negative sample spacing.,0.4,,0.4,8
377,loop_nums,Number of outer loops.,4.0,,4.0,8
378,batch_num,Number of inner loops.,1000.0,,1000.0,8
379,val_step,Number of val loops.,500.0,,500.0,8
380,eval_batch_size,Batch size during evaluation.,1.0,,1.0,8
381,inclass_augment,In-class enhancement strategy.,0.0,,0.0,8
382,squared,Whether to square the Euclidean distance.,0.0,,0.0,8
383,pos_emb_dim,Position embedding dimension.,10.0,,10.0,8
384,vat,Virtual adversarial training.,0.0,,0.0,8
385,temp_neg,Temperature parameter.,10.0,,10.0,8
386,embedding_dim,Sentence embedding dimension.,64.0,,64.0,8
387,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,8
388,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,8
389,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,8
390,class_num_ratio,The proportion of the number of categories in each batch.,0.1,,0.1,9
391,feat_dim,The feature dimension.,768.0,,768.0,9
392,warmup_step,The warmup step for learning rate.,500.0,,500.0,9
393,p_mult,Anti-disturbance coefficient.,0.03,,0.03,9
394,lambda_V,Virtual confrontation loss coefficient.,1.0,,1.0,9
395,drop_out,Dropout probability.,0.2,,0.2,9
396,alpha_rank,Maximum boundary of L2 Euclidean distance.,1.2,,1.2,9
397,margin,Positive and negative sample spacing.,0.4,,0.4,9
398,loop_nums,Number of outer loops.,4.0,,4.0,9
399,batch_num,Number of inner loops.,1000.0,,1000.0,9
400,val_step,Number of val loops.,500.0,,500.0,9
401,eval_batch_size,Batch size during evaluation.,1.0,,1.0,9
402,inclass_augment,In-class enhancement strategy.,0.0,,0.0,9
403,squared,Whether to square the Euclidean distance.,0.0,,0.0,9
404,pos_emb_dim,Position embedding dimension.,10.0,,10.0,9
405,vat,Virtual adversarial training.,0.0,,0.0,9
406,temp_neg,Temperature parameter.,10.0,,10.0,9
407,embedding_dim,Sentence embedding dimension.,64.0,,64.0,9
408,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1.0,,1.0,9
409,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,9
410,use_sample,Does the training set require a sampling strategy?,1.0,,1.0,9
411,same_ratio,Proportion of the same relation.,0.5,,0.5,10
412,batch_size,Training batch size.,100,,100,10
413,val_size,Validation batch size.,1000,,1000,10
414,epoch_num,Number of outer loops.,5,,5,10
415,eval_batch_size,Batch size during evaluation.,1,,1,10
416,batch_num,Number of inner loops.,10000,,10000,10
417,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,10
418,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,10
419,drop_out,Dropout probability.,0.2,,0.2,10
420,pos_emb_dim,Position embedding dimension.,5,,5,10
421,out_dim,Sentence embedding dimension.,230,,230,10
422,p_mult,Anti-disturbance coefficient.,0.02,,0.02,10
423,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,10
424,lambda_s,Loss scaling factor.,1,,1,10
425,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,10
426,weight_decay,weight decay,1e-05,,1e-05,10
427,same_ratio,Proportion of the same relation.,0.5,,0.5,10
428,batch_size,Training batch size.,100,,100,10
429,val_size,Validation batch size.,1000,,1000,10
430,epoch_num,Number of outer loops.,5,,5,10
431,eval_batch_size,Batch size during evaluation.,1,,1,10
432,batch_num,Number of inner loops.,10000,,10000,10
433,freeze_bert_parameters,Whether to freeze all parameters but the last layer.,1,,1,10
434,learning_rate,Learning rate of CNN model.,0.0003,,0.0003,10
435,drop_out,Dropout probability.,0.2,,0.2,10
436,pos_emb_dim,Position embedding dimension.,5,,5,10
437,out_dim,Sentence embedding dimension.,230,,230,10
438,p_mult,Anti-disturbance coefficient.,0.02,,0.02,10
439,p_cond,Conditional Entropy Coefficient.,0.03,,0.03,10
440,lambda_s,Loss scaling factor.,1,,1,10
441,select_cluster,Selected clustering algorithm.,Louvain,,Louvain,10
442,weight_decay,weight decay,1e-05,,1e-05,10
443,same_ratio,Proportion of the same relation.,0.5,,0.5,10
